society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score
ROW HOUSE,0.43,9135,3,3,3,2.0,,house,sector 24,,52.0,,1,0,0,0,0,relatively new,0,1,34
independent,0.32,7111,2,3,1,1.0,North-East,house,sector 8,,450.0,300.0,1,0,0,0,0,relatively new,0,1,0
independent,0.47,8012,2,1,1,1.0,East,house,sector 3a,,624.0,,0,0,0,0,0,old property,0,1,34
Ardee City,5.5,183333,9,9,3+,3.0,South,house,sector 52,,300.0,,0,0,1,1,1,old property,16,2,32
Madan puri,0.75,12500,3,5,3,3.0,South-East,house,sector 7,,600.0,,1,0,0,0,0,old property,0,1,24
independent,0.38,8444,2,2,1,1.0,,house,sector 24,,450.0,,1,0,0,0,0,old property,0,1,32
Indiabulls Centrum Park,3.25,8125,4,3,3+,20.0,,house,sector 103,,4000.0,,1,0,0,0,0,,0,1,50
DLF City Plots Phase 3,1.44,26667,4,2,2,1.0,,house,sector 24,,540.0,,1,0,0,0,0,,5,1,37
Naman Residency,0.5,11111,2,2,2,2.0,West,house,sector 3a,,450.0,,0,1,1,1,1,New Property,10,1,34
independent,1.0,8230,9,7,3+,3.0,North,house,sector 2,,1215.0,,0,0,0,1,0,old property,0,1,61
independent,5.5,13095,9,9,3+,3.0,South,house,sector 23a,,4200.0,,0,0,1,0,1,old property,0,2,61
Housing Board Colony,5.5,30556,4,3,3,2.0,North,house,sector 28,,1800.0,,0,0,0,1,1,,14,2,37
independent,0.8,11852,5,3,1,2.0,,house,sector 3a,,675.0,,1,0,0,0,0,old property,0,1,34
independent,0.9,10000,7,4,3+,4.0,,house,sector 24,,900.0,,1,0,0,0,0,old property,3,1,20
independent,4.3,29311,6,4,2,2.0,,house,sector 47,,1467.0,,0,0,0,0,1,old property,0,1,46
Sai Kripa Floors 5,0.9,11250,5,5,3,3.0,,house,sector 11,,800.0,,1,0,0,0,0,relatively new,0,1,32
independent,3.25,30384,4,4,3,3.0,,house,sector 24,,1069.0,,1,0,0,0,0,,8,1,37
independent,0.38,8444,1,1,1,1.0,North-West,house,sector 3,,450.0,,1,0,0,0,0,old property,1,1,34
independent,3.71,19818,3,3,1,4.0,,house,sector 12,,1872.0,,0,0,0,1,0,old property,0,1,32
DLF City Plot Phase 4,13.0,1992,10,10,3+,1.0,,house,sector 28,,,7250.0,1,0,0,0,0,,0,1,37
independent,0.4,7619,2,2,1,1.0,,house,sector 2,,,525.0,1,0,0,0,0,relatively new,0,1,0
independent,0.55,98214,4,4,0,2.0,,house,sector 9,,56.0,,1,0,0,0,0,,0,1,0
independent,1.55,14720,2,3,2,1.0,North,house,sohna,,1053.0,,0,1,0,1,0,New Property,35,2,0
independent,0.32,5664,5,1,0,1.0,,house,sector 17,,565.0,,1,0,0,0,0,,0,1,0
independent,0.38,76000,2,2,2,1.0,,house,sector 9,,,50.0,1,0,0,0,0,,0,1,0
Unitech Escape,12.0,37037,5,6,3+,3.0,East,house,sector 50,,,3240.0,1,0,0,0,0,,0,1,52
independent,1.0,6667,1,1,0,1.0,,house,sector 5,,1500.0,,1,0,0,0,0,,0,1,61
independent,1.15,12777,2,2,3,4.0,North,house,sector 7,,,900.0,1,0,0,0,0,,0,1,24
independent,0.7,6648,3,3,0,1.0,,house,sector 3a,,1053.0,,1,0,0,0,0,,0,1,0
Shivaji Nagar Residential,3.08,11407,6,4,2,1.0,,house,sector 11,,2700.0,,1,0,0,0,0,,0,1,32
independent,2.95,20233,2,2,0,1.0,North,house,sector 56,,1458.0,,1,0,0,0,0,,0,1,50
Vatika India Next,6.5,20062,4,3,0,2.0,,house,sector 82,,3240.0,3228.9,1,0,0,0,0,,0,1,41
independent,1.45,8000,3,2,1,1.0,North,house,sector 28,,1800.0,900.0,1,0,0,0,0,relatively new,0,1,21
Unitech Uniworld Resorts,10.0,181818,5,6,3,4.0,North-East,house,sector 33,,550.0,,0,1,1,0,0,New Property,16,1,32
independent,4.6,26620,7,6,3+,4.0,,house,sector 47,,1728.0,,1,0,0,0,0,old property,41,0,46
independent,0.5,5555,2,1,2,1.0,,house,sohna road,,900.0,,1,0,0,0,0,old property,0,1,46
independent,0.29,3254,2,1,0,0.0,West,house,sector 17,,891.0,,1,0,0,0,0,,0,1,0
"Nirmal Enclave, Maruti Kunj Road",0.24,5333,2,2,0,2.0,North,house,sector 11,,450.0,,1,0,0,0,0,relatively new,0,1,0
Ansals Palam Vihar,5.0,12500,6,4,0,3.0,,house,sector 2,,4000.0,,1,0,0,0,0,,0,1,0
independent,1.8,8078,8,5,2,1.0,South,house,sector 24,,,2228.0,1,0,0,0,0,,0,1,0
independent,0.44,4251,3,2,1,1.0,,house,sector 11,,,1035.0,0,0,0,1,1,relatively new,29,1,0
independent,0.98,9074,9,4,3,1.0,South,house,sector 2,,,1080.0,1,0,0,0,0,,0,1,0
independent,0.48,3519,3,4,0,3.0,,house,sector 3a,,1350.0,,1,0,0,0,0,,0,1,0
independent,1.2,11194,5,4,2,3.0,,house,sector 7,,1072.0,,1,0,0,0,0,,0,1,24
independent,9.0,100000,10,5,3+,4.0,,house,sector 13,,900.0,,1,0,0,0,0,,0,1,32
Satya The Hermitage,3.15,6702,4,5,0,12.0,East,house,sector 103,,4700.0,,1,0,0,0,0,,0,1,50
independent,1.7,9444,3,3,0,1.0,,house,sector 13,,1800.0,180.0,1,0,0,0,0,,0,1,32
independent,4.75,10556,6,7,0,4.0,,house,sector 2,,4500.0,,1,0,0,0,0,,0,1,0
independent,0.74,7400,3,3,0,2.0,,house,sector 105,,1000.0,,1,0,0,0,0,,0,1,0
independent,0.4,8000,2,1,0,1.0,South,house,sector 5,,500.0,300.0,1,0,0,0,0,,0,1,0
independent,0.85,9444,5,3,3,1.0,,house,sector 5,,,900.0,1,0,0,0,0,,0,1,0
independent,0.69,9103,1,1,1,2.0,,house,sector 7,,758.0,500.0,1,0,0,0,0,,0,1,35
independent,13.0,45710,6,8,3+,,,house,sector 25,,2844.0,,0,1,1,1,0,relatively new,0,0,34
shivpuri,2.4,8889,10,5,3,2.0,North,house,sector 7,,2700.0,,0,1,1,1,0,,8,1,27
independent,3.35,26973,1,1,0,1.0,East,house,sector 43,,1242.0,,1,0,0,0,0,,9,1,42
independent,7.0,32407,3,2,0,1.0,,house,sector 50,,2160.0,,1,0,0,0,0,,0,1,0
independent,0.6,6000,1,1,0,1.0,,house,sector 3a,,1000.0,,1,0,0,0,0,,0,1,34
independent,2.43,14890,4,4,2,3.0,South-West,house,sector 7,,181.0,,0,1,0,1,0,,22,1,32
independent,0.75,10518,6,4,1,3.0,,house,sector 6,,713.0,,1,0,0,0,0,old property,50,1,27
independent,0.55,7333,1,1,0,1.0,,house,sector 3a,,750.0,,1,0,0,0,0,,0,1,34
independent,0.7,8101,4,2,0,2.0,North,house,sector 28,,864.0,,1,0,0,0,0,,3,1,14
independent,6.25,6944,3,3,0,1.0,,house,sohna road,,1000.0,,1,0,0,0,0,old property,0,1,46
independent,0.49,4260,2,2,1,3.0,,house,sohna road,,1150.0,,1,0,0,0,0,New Property,0,1,46
SS Omnia,0.42,84000,5,3,2,3.0,,house,sector 86,,50.0,,1,0,0,0,0,relatively new,0,1,5
independent,3.5,15555,10,1,0,1.0,,house,sector 11,,2250.0,,1,0,0,0,0,New Property,0,1,32
independent,4.5,33333,5,5,3+,2.0,,house,sector 26,,1350.0,,1,0,0,0,0,,3,1,45
Suncity Avenue 76,0.75,10067,2,2,2,11.0,North-East,house,sector 76,,745.0,,1,0,0,0,0,New Property,26,1,34
sneh vihar,1.35,10000,5,5,3+,4.0,,house,sohna road,,1350.0,,1,0,0,0,0,relatively new,0,1,46
Not Applicable,0.65,13000,2,1,1,3.0,East,house,sector 3a,,500.0,,1,0,0,0,0,old property,3,1,34
independent,11.0,28898,8,11,3+,3.0,East,house,sector 24,,3806.0,,0,1,1,1,1,,30,2,0
Adani Brahma Samsara,18.02,28200,9,12,3+,3.0,North-East,house,sector 60,,6390.0,,0,0,1,0,0,relatively new,108,2,52
independent,1.9,35185,3,3,3+,3.0,,house,sector 43,,540.0,,1,0,0,0,0,,0,0,33
independent,2.5,17857,5,4,3,1.0,East,house,sector 11,,1400.0,,0,0,0,0,0,,0,1,32
rattan vihar rajendra park,0.85,14166,5,5,3+,4.0,,house,dwarka expressway,,600.0,,1,0,0,0,0,New Property,0,1,16
Suncity Township,2.0,30968,9,9,3,11.0,North,house,sector 54,,645.78,635.0169999999999,0,0,1,0,0,relatively new,4,0,50
independent,0.7,7777,1,1,0,1.0,,house,sector 2,,900.0,,1,0,0,0,0,,0,1,61
independent,9.9,49500,2,2,2,3.0,North,house,sector 24,,2000.0,1800.0,1,0,0,0,0,,0,1,34
Ashok vihar phase III Extension,0.4,8889,7,4,3+,4.0,,house,sector 5,,450.0,,0,0,0,1,0,New Property,3,1,43
independent,2.15,13030,1,1,0,1.0,,house,sector 43,,1650.0,,1,0,0,0,0,,0,1,42
Ansal,1.85,308333,8,8,3+,5.0,North-West,house,sector 43,,60.0,,1,0,0,0,0,relatively new,34,1,42
independent,0.8,8155,5,4,1,2.0,,house,sector 3,,981.0,,1,0,0,0,0,old property,0,1,32
independent,2.6,24074,4,4,3+,4.0,,house,sector 24,,1080.0,,0,1,0,1,0,relatively new,0,0,37
independent,0.65,144444,3,3,2,3.0,East,house,sector 28,,45.0,,1,0,0,0,0,,8,1,0
Nitin Vihar,0.85,9444,3,2,0,1.0,West,house,sector 33,,900.0,,1,0,0,0,0,relatively new,13,1,32
Sector 15 Part 2 RWA,10.0,22222,5,5,2,2.0,East,house,sector 15,,502.0,,1,0,0,0,0,,35,1,32
independent,3.5,32407,5,4,3,3.0,North-West,house,sector 24,,1080.0,,1,0,0,0,0,,8,1,37
independent,0.55,6813,2,1,1,1.0,,house,sector 3a,,807.225,,1,0,0,0,0,old property,0,1,34
independent,6.5,15046,3,2,3+,,,house,sector 7,,4320.0,,1,0,0,0,0,,9,1,24
independent,1.39,11583,2,2,1,3.0,North-East,house,sector 28,,540.0,1200.0,0,0,0,0,0,,24,1,37
independent,0.7,6034,3,3,0,1.0,North-East,house,sector 12,,1160.0,,1,0,0,0,0,relatively new,16,1,61
independent,4.0,17778,5,5,2,3.0,,house,sector 43,,2250.0,,0,1,0,0,0,relatively new,18,1,42
independent,12.5,40611,6,5,3,4.0,East,house,sector 50,,3078.0,,0,1,1,1,0,old property,18,2,46
u block dlf phase 3 road no 21,1.6,29630,7,5,3+,4.0,,house,sector 24,,540.0,,1,0,0,0,0,,0,1,37
DLF City Plots Phase 3,1.6,29629,8,5,3+,4.0,East,house,sector 24,,540.0,500.0,1,0,0,0,0,,5,1,37
independent,2.9,10740,7,7,3,2.0,South-West,house,sector 12,,2700.0,,1,0,0,0,0,,3,1,32
Palam Vihar Extension West Zone RWA,0.4,4444,6,4,2,2.0,West,house,sector 2,,900.0,,1,0,0,0,0,old property,18,1,61
cloudnine cottages,5.5,55000,3,3,0,1.0,,house,sohna road,,1000.0,,1,0,0,0,0,old property,0,1,46
SS Aaron Ville,6.75,19737,5,4,2,2.0,North,house,sector 49,,3420.0,,0,1,1,0,0,,48,1,27
independent,0.27,12000,2,2,1,2.0,North-East,house,sector 7,,225.0,,1,0,0,0,0,old property,4,1,29
independent,0.7,7007,2,3,1,1.0,North,house,sector 5,,999.0,,0,0,0,1,0,relatively new,14,1,53
independent,8.1,35294,5,5,2,4.0,East,house,sector 26,,2295.0,,1,0,0,0,0,,29,1,45
International City by SOBHA Phase 2,7.0,12963,4,4,3+,2.0,West,house,sector 109,,5400.0,,1,0,0,0,0,relatively new,81,2,51
Palam Vihar Extension West Zone RWA,0.65,5777,2,2,1,1.0,North,house,sector 2,,1125.0,,0,0,0,0,0,old property,18,1,61
independent,1.5,11111,5,5,2,3.0,,house,sector 12,,1350.0,,1,0,0,0,0,,12,1,32
DLF City Plots Phase 2,15.5,34307,5,6,3+,3.0,East,house,sector 25,,4518.0,,0,1,1,1,0,old property,111,1,45
independent,14.75,51864,16,20,3+,4.0,East,house,sector 26,,2844.0,,0,1,1,1,0,New Property,118,2,45
DLF City Plots,20.0,44265,16,20,3+,4.0,North-East,house,sector 26,,4518.0,,0,1,1,1,0,New Property,118,2,44
DLF City Plots Phase 4,9.54,29444,6,5,3+,3.0,North,house,sector 28,,3240.0,,0,1,1,1,0,New Property,118,1,37
DLF City Plots Phase 2,10.55,39074,5,6,3+,3.0,East,house,sector 25,,2700.0,,0,1,1,1,0,old property,97,1,45
DLF City Plots,17.3,38734,6,7,3+,3.0,North,house,sector 26,,502.0,,0,1,1,1,0,New Property,98,2,44
independent,3.65,23442,9,9,3+,3.0,West,house,sector 2,,1557.0,,0,0,1,1,0,New Property,81,2,61
independent,18.9,41833,6,8,2,3.0,North-East,house,sector 26,,4518.0,,0,1,1,1,0,relatively new,86,2,45
independent,9.0,27778,8,5,3+,3.0,,house,sector 41,,3240.0,,0,0,1,1,0,,22,2,47
Emaar The Palm Springs,24.0,600000,5,5,2,1.0,North-East,house,sector 54,,400.0,,0,1,1,1,0,,94,2,44
independent,2.15,23889,3,3,3,3.0,,house,sector 40,,900.0,,0,1,0,1,0,old property,33,1,39
independent,2.25,25000,6,3,3+,3.0,North-West,house,sector 51,,900.0,,1,0,0,0,0,relatively new,39,1,40
Uppal Southend,6.75,31915,12,12,3+,3.0,West,house,sector 49,,2115.0,,0,0,0,0,1,old property,35,1,40
Nirvana Cedar Crest,3.99,8866,4,5,3+,4.0,North-East,house,sector 50,,4500.0,,0,0,1,1,0,New Property,81,1,49
independent,6.81,36911,12,14,3+,,East,house,sector 46,,1845.0,,0,0,1,0,1,New Property,26,2,46
DLF City Plots Phase 2,6.5,36111,5,5,3+,3.0,East,house,sector 25,,1800.0,,0,1,1,1,0,,102,2,45
International City by SOBHA Phase 2,7.0,11240,5,5,3+,2.0,South,house,sector 109,,6228.0,,0,0,1,0,0,relatively new,101,1,51
Birla Navya,3.85,15437,3,3,3+,4.0,,house,sector 63a,,,2494.0,0,0,1,0,0,New Property,123,2,33
Vatika Signature Villas,3.2,14351,3,4,3,1.0,,house,sector 82,,2160.0,,0,1,1,1,0,New Property,38,1,9
independent,1.45,241666,4,4,3+,4.0,East,house,sector 55,,60.0,,0,0,0,0,0,relatively new,46,1,42
independent,8.9,32963,4,4,3+,2.0,South-East,house,sector 26,,2700.0,,0,1,1,1,0,,67,1,45
DLF City Plots Phase 2,6.5,33592,9,9,3+,3.0,West,house,sector 25,,1935.0,,0,1,1,1,0,,107,2,45
independent,4.49,24455,9,9,3+,3.0,North-West,house,sector 45,,1836.0,,0,0,0,0,1,old property,62,2,39
Vipul Tatvam Villa,22.0,26667,5,6,3,3.0,,house,sector 48,,1000.0,,0,0,1,0,0,old property,50,1,37
International City by SOBHA Phase 2,9.5,26389,5,5,3+,2.0,South,house,sector 109,,3600.0,,0,1,1,1,0,relatively new,105,1,51
independent,4.15,18444,5,4,2,2.0,North-West,house,sector 14,,2250.0,,1,0,0,0,0,,36,2,32
independent,2.9,11600,4,4,3,2.0,,house,sector 23,,2500.0,,0,0,1,0,0,relatively new,36,2,61
Emaar MGF Marbella,12.0,38095,5,6,3+,4.0,North-East,house,sector 66,,3150.0,,0,0,1,1,0,New Property,23,1,43
independent,11.0,33951,4,4,2,3.0,East,house,sector 41,,3240.0,,0,1,1,1,0,New Property,26,1,47
Central Park Flower Valley Cerise Floors,1.35,11157,2,2,2,4.0,East,house,sector-33 sohna,,1210.0,,0,1,0,0,0,New Property,88,0,40
independent,1.9,8444,4,3,2,2.0,North-East,house,sector 3a,,2250.0,190.0,0,0,0,1,0,old property,24,2,34
independent,3.25,21495,5,6,3+,4.0,East,house,sector 56,,1512.0,,0,0,0,1,1,relatively new,17,2,50
DLF City Plots,19.0,42054,6,6,3,2.0,East,house,sector 26,,4518.0,,0,1,1,0,0,relatively new,93,2,44
independent,7.3,1560,9,9,2,3.0,North-West,house,sector 25,,215.0,5200.0,0,0,1,0,0,relatively new,80,2,45
independent,5.6,20741,6,4,3,3.0,East,house,sector 55,,2700.0,,0,0,1,0,0,,30,2,50
independent,2.55,13178,3,3,2,3.0,,house,sector 43,,1935.0,,1,0,0,0,0,relatively new,47,2,37
independent,2.4,12000,3,3,2,2.0,North-East,house,sector 23,,2000.0,,0,0,0,1,0,old property,28,1,61
Vipul Tatvam Villa,18.5,26428,4,4,1,1.0,,house,sector 48,,7000.0,,1,0,0,0,0,old property,30,1,37
independent,26.0,82540,16,16,3+,4.0,North-West,house,sector 26,,402.0,3150.0,0,1,1,1,0,New Property,48,2,45
independent,1.7,18888,2,1,2,2.0,East,house,sector 10a,,900.0,,0,0,0,0,1,,5,1,14
DLF City Plots Phase 2,10.0,400000,12,12,3+,4.0,North,house,sector 25,,250.0,,0,1,1,0,0,relatively new,75,2,45
independent,4.6,21296,3,3,3+,2.0,North,house,sector 55,,2160.0,,0,0,1,1,0,,26,2,37
Ansal API Spanish Court,2.9,18626,4,4,3,2.0,North,house,sector 2,,1557.0,1350.0,0,0,0,0,0,relatively new,41,2,61
independent,27.5,24366,6,7,3+,3.0,North-East,house,sector 43,,11286.0,,0,1,1,1,1,relatively new,32,2,42
independent,2.25,7500,11,11,3+,5.0,West,house,sector 43,,550.0,,0,0,0,0,1,New Property,19,0,42
independent,8.31,24171,5,6,3+,4.0,North-East,house,sector 57,,3438.0,,0,1,1,1,0,,26,1,32
independent,6.21,23000,6,6,3+,4.0,North-East,house,sector 57,,2700.0,,0,1,1,1,0,,26,1,32
independent,7.35,29697,6,4,3+,3.0,North-East,house,sector 45,,2475.0,,0,1,1,1,0,,40,2,39
DLF City Plots Phase 2,4.5,33333,5,3,2,3.0,,house,sector 25,,1350.0,,0,0,0,1,0,,15,1,45
independent,6.5,36111,4,3,3,3.0,,house,sector 25,,1800.0,,0,1,0,1,0,old property,8,1,45
DLF City Plots Phase 2,10.5,261194,4,4,2,2.0,East,house,sector 25,,402.0,,0,0,1,1,0,,60,2,45
independent,6.5,27461,12,12,3+,4.0,North-West,house,sector 46,,2367.0,,0,1,0,1,0,relatively new,21,2,46
DLF City Plots Phase 2,7.5,31686,9,9,3+,4.0,West,house,sector 25,,2314.045,,0,1,1,1,0,relatively new,124,2,45
Ireo Victory Valley,8.0,22222,6,7,3+,51.0,North-East,house,sector 67,,3600.0,,0,1,1,1,0,old property,35,2,42
independent,5.5,23061,8,8,3+,3.0,,house,sector 46,,2385.0,,0,1,0,0,1,old property,21,2,46
independent,4.35,32222,5,4,3,3.0,North,house,sector 25,,1350.0,,0,0,1,0,0,,35,1,45
Ansals Palam Vihar,2.75,17662,3,3,3,2.0,,house,sector 2,,1557.0,,0,1,0,1,0,old property,13,2,61
DLF City Plots,18.0,39841,6,6,2,3.0,North,house,sector 26,,4518.0,,0,0,1,1,1,,35,2,44
DLF City Plots,17.0,37627,5,6,3,2.0,North-West,house,sector 26,,4518.0,,0,0,1,1,0,,70,2,44
DLF City Plots,13.5,29880,5,5,3,2.0,East,house,sector 26,,4518.0,,0,1,1,1,0,,94,2,44
independent,4.75,20068,7,5,3+,3.0,South-West,house,sector 22,,2367.0,259.0,0,0,0,1,1,,43,2,54
independent,5.1,16569,3,2,0,1.0,East,house,sector 23a,,3078.0,100.0,0,0,0,0,1,,18,1,61
independent,3.9,21242,6,6,3+,3.0,North-East,house,sector 38,,1836.0,,0,1,1,1,0,old property,15,1,46
International City by SOBHA Phase 2,6.25,11574,4,4,3+,2.0,East,house,sector 109,,5400.0,,0,0,1,0,0,relatively new,105,1,51
independent,10.55,32562,5,5,3,2.0,,house,sector 50,,3240.0,,0,1,1,0,0,old property,35,1,49
Smart World Orchard,2.01,13000,3,3,3,4.0,North,house,sector 61,,1549.0,,1,0,0,0,0,relatively new,117,1,51
independent,3.25,22429,4,4,3+,3.0,,house,sector 31,,1449.0,,0,1,1,1,0,old property,21,2,32
Bptp Visionnaire,6.0,22222,5,4,3,3.0,North-East,house,sector 70a,,2700.0,,0,1,0,0,0,New Property,26,1,29
independent,5.25,38889,4,4,3+,2.0,East,house,sector 24,,163.0,1350.0,0,0,1,1,0,relatively new,47,2,37
DLF City Plots,26.0,57206,6,7,3+,2.0,North-East,house,sector 26,,4545.0,,0,1,1,1,1,New Property,106,2,44
independent,0.47,10601,2,2,1,2.0,East,house,sector 3a,,49.0,48.0,0,1,0,0,0,New Property,54,1,24
Unitech Espace,10.45,32253,5,7,3+,3.0,,house,sector 50,,3240.0,,0,1,1,1,1,old property,120,2,49
independent,4.35,23693,8,8,2,3.0,North-East,house,sector 46,,1836.0,,0,1,0,1,0,relatively new,13,1,46
independent,2.95,15989,4,4,3+,2.0,North-West,house,sector 2,,1845.0,,1,0,0,0,0,,13,1,61
independent,3.0,19268,6,4,3+,3.0,South,house,sector 2,,1557.0,,1,0,0,0,0,,19,2,61
independent,1.15,19360,3,3,2,2.0,South-East,house,sector 2,,594.0,,1,0,0,0,0,,19,2,61
Luxury DLF City Floors,8.25,45833,12,12,3+,4.0,North,house,sector 26,,1800.0,,0,0,1,0,0,New Property,70,2,45
DLF City Plots,13.5,29880,5,5,2,2.0,East,house,sector 26,,4518.0,,0,1,1,0,1,old property,80,2,44
nul,15.0,23437,5,5,3,2.0,West,house,sector 25,,6400.0,,0,1,1,1,0,old property,92,2,45
independent,5.5,2716,8,7,3+,3.0,East,house,sector 43,,215.0,20250.0,0,1,1,1,1,old property,96,2,42
independent,18.0,39841,5,4,3+,4.0,North,house,sector 26,,4518.0,,0,1,1,1,0,old property,81,2,45
independent,5.8,32222,4,3,2,2.0,East,house,sector 26,,1800.0,,0,0,0,0,0,relatively new,16,1,45
SS Hibiscus,12.5,40850,4,4,3+,2.0,West,house,sector 50,,470.0,3060.0,0,1,1,0,0,relatively new,124,0,35
DLF Floors Phase 3,3.51,12342,4,4,3,4.0,East,house,sector 24,,2844.0,,0,1,1,1,0,,123,2,45
independent,3.5,15555,6,5,2,3.0,North-East,house,sector 5,,2050.0,,0,1,1,1,1,,123,0,34
International City by SOBHA Phase 2,9.4,26111,5,6,3+,2.0,North-East,house,sector 109,,3600.0,,0,1,1,1,0,relatively new,113,2,51
Unitech Espace,10.3,31790,5,6,3+,3.0,East,house,sector 50,,3240.0,,0,1,1,1,0,old property,124,2,44
Unitech Deerwood Chase,8.45,235376,3,3,2,2.0,North-East,house,sector 50,,359.0,,0,1,1,0,0,,83,2,37
independent,7.25,29293,9,8,3,4.0,South-West,house,sector 41,,2475.0,,0,0,1,0,0,,68,2,47
independent,4.0,16004,3,3,2,2.0,East,house,sector 23,,270.0,,0,0,1,0,0,old property,82,2,61
Bptp Visionnaire,4.6,17624,4,4,3+,3.0,North,house,sector 70a,,2610.0,,0,1,1,1,0,old property,81,1,29
DLF City Plots,12.5,38580,4,5,2,2.0,North-East,house,sector 26,,3240.0,,0,1,1,0,0,old property,90,2,44
independent,16.0,35556,5,6,3,2.0,North-East,house,sector 26,,4500.0,,1,0,0,0,0,,0,1,45
independent,12.5,38580,5,5,3+,2.0,North,house,sector 26,,3240.0,,0,1,1,1,0,,65,2,45
independent,16.0,35000,6,7,3+,3.0,East,house,sector 45,,500.0,,0,1,1,1,0,relatively new,69,2,39
independent,10.0,30864,6,6,3+,4.0,North-East,house,sector 45,,3240.0,,0,1,1,1,0,old property,50,2,39
independent,2.8,161849,5,5,3+,2.0,North-East,house,sector 23,,173.0,150.0,0,0,0,1,0,,55,2,61
independent,6.75,27778,3,3,3,2.0,North-East,house,sector 26,,2430.0,,1,0,0,0,0,old property,16,1,45
independent,2.5,16056,4,4,2,4.0,West,house,sector 2,,1557.0,,1,0,0,0,0,,17,1,61
DLF New Town Heights 2,2.47,7718,4,4,3+,,West,house,sector 86,,3200.0,2200.0,0,0,1,1,0,old property,104,2,31
independent,18.4,1859,6,8,3+,4.0,South,house,sector 26,,502.0,11000.0,0,0,1,1,0,relatively new,45,2,45
Ansal Sushant Residency,4.6,17037,6,6,3,3.0,East,house,sector 57,,2700.0,,0,1,1,1,0,,85,0,40
Ansals Florence Villa,3.65,10579,6,6,2,3.0,North-West,house,sector 57,,3450.0,,0,1,1,1,0,old property,115,0,42
independent,12.0,42194,4,5,3+,4.0,East,house,sector 28,,2844.0,,0,0,1,1,0,relatively new,42,2,37
independent,4.5,15625,8,8,3,3.0,North-East,house,sector 49,,2880.0,,0,1,1,1,0,old property,116,0,40
Uppal Southend,4.4,15278,6,6,3,3.0,North,house,sector 49,,2880.0,,0,1,1,1,0,old property,94,0,40
Vipul Tatvam Villa,7.25,201388,4,4,3,2.0,,house,sector 48,,360.0,,0,1,1,1,0,relatively new,90,2,37
independent,0.99,17187,4,4,3,4.0,,house,sector 47,,576.0,,1,0,0,0,0,relatively new,10,1,46
independent,20.0,44444,5,7,3+,3.0,West,house,sector 26,,4500.0,,0,0,1,1,0,relatively new,77,0,45
DLF South City 1,2.65,18928,3,3,3,4.0,North-East,house,sector 41,,2160.0,1400.0,0,0,1,0,0,New Property,17,2,47
independent,2.95,10926,4,4,2,4.0,East,house,sector 51,,2700.0,,0,0,1,0,0,relatively new,35,2,46
independent,3.6,19608,8,4,3,3.0,North,house,sector 10a,,1836.0,,0,0,0,1,0,old property,13,1,21
independent,6.0,24691,5,6,3+,3.0,East,house,sector 2,,2430.0,,0,1,0,1,1,,28,2,61
Unitech Espace,11.29,34846,5,5,3+,2.0,,house,sector 50,,3240.0,,0,1,0,1,0,old property,18,1,44
independent,8.49,31444,3,3,2,4.0,North,house,sector 43,,2700.0,,0,0,1,1,0,relatively new,13,2,33
Eldeco Mansionz,6.0,22222,4,4,3+,2.0,East,house,sector 48,,2700.0,,0,0,1,0,0,old property,61,1,49
Experion Windchants,9.5,23457,5,5,3,2.0,,house,sector 112,,4050.0,,0,0,1,0,0,relatively new,42,1,40
independent,19.5,27083,8,9,3+,2.0,North,house,sector 2,,7200.0,,0,1,1,1,0,New Property,75,1,61
independent,10.5,43210,12,12,3+,4.0,North-East,house,sector 26,,302.0,2430.0,0,0,1,1,0,relatively new,47,2,45
independent,4.31,31926,5,4,3,3.0,North,house,sector 25,,1350.0,,1,0,0,0,0,,26,1,45
independent,6.95,38611,12,12,3+,4.0,East,house,sector 57,,192.0,,0,0,1,0,0,New Property,50,2,32
Ansal Sushant Lok,10.5,27911,4,4,2,,North-East,house,sector 43,,3762.0,,0,0,1,0,0,,53,1,42
independent,10.5,29022,5,5,3,3.0,East,house,sector 25,,3618.0,,0,1,1,1,0,old property,29,1,45
independent,11.58,35741,5,5,3,2.0,,house,sector 50,,3240.0,,0,0,1,0,0,old property,14,1,49
Ansals Palam Vihar,4.0,16666,4,4,3+,2.0,North-East,house,sector 2,,2400.0,,0,0,1,0,0,old property,0,1,61
Unitech Aspen Greens,6.8,31481,4,5,3,3.0,West,house,sector 50,,2160.0,2152.6,0,1,1,0,0,,94,2,44
independent,7.5,38760,12,12,3+,4.0,East,house,sector 43,,1935.0,,0,1,1,1,0,New Property,60,2,42
International City by SOBHA Phase 2,8.48,23556,4,6,3+,3.0,North-East,house,sector 109,,3600.0,,0,1,1,1,0,New Property,116,1,51
International City by SOBHA Phase 2,6.25,10035,5,7,3+,3.0,North-East,house,sector 109,,6228.0,,0,1,1,1,0,relatively new,110,1,51
Sushant Lok 1 Builder Floors,10.85,28841,8,8,3,3.0,West,house,sector 43,,3762.0,,0,1,1,1,0,old property,124,0,42
independent,3.6,14815,4,4,3,2.0,North-East,house,sector 91,,2430.0,,1,0,0,0,0,New Property,35,2,5
Ansals Florence Villa,6.0,22222,4,5,2,2.0,,house,sector 57,,2700.0,,0,0,1,1,0,,12,2,32
